{0.01, 1.647366520685057}
{0.0597509136, 1.8051013718870967}
{0.1512276544, 2.061828711110064}
{0.2844302224, 2.4650389021549164}
{0.4593586176, 3.0331091567201556}
{0.67601284, 3.652267370375523}
{0.9343928896, 4.479816044200296}
{1.2344987664, 5.36294294147509}
{1.5763304704, 6.218300789904044}
{1.9598880016, 7.061660728766519}
