0.0743761984, 1.8308359745399174
0.1984167936, 2.193471822482959
0.3821217856, 2.7955420255230594
1.4617777216, 5.906147150908394
1.9092606976, 6.9940570717422705
2.4164080704, 8.402337506479025
{1.2090321936, 5.337939329283585}
{1.6186963984, 6.393752023489855}
{2.088025, 9.986711900794184}
{2.6170179984, 9.06554762881648}
{3.2056753936, 10.196985058824538}
