{0.01, 1.6194041635152716}
{0.1225, 1.6209075254446994}
{0.36, 1.6479304273628315}
{0.7225, 1.6683851259506894}
{1.21, 1.7059895570575465}
{1.8225, 1.7057134552061797}
{2.56, 1.7322972719701195}
{3.4225, 1.7318218186860166}
{0.7225, 2.9052219718128716}
{1.8225, 3.4699242339871743}
