{0.01, 1.645179803242261}
{0.0743761984, 1.8284495028571512}
{0.1984167936, 2.217520764996417}
{0.3821217856, 2.821817730135381}
{0.6254911744, 3.5054170237715017}
{0.92852496, 4.4682424083563745}
{1.2912231424, 5.502290944962908}
{1.7135857216, 6.5264726069021535}
{2.1956126976, 7.603646829791272}
{2.7373040704, 8.392001522598536}
{3.33865984, 9.315668296162787}
{3.9996800064, 8.548110747211865}
